1185869	0	0	1
1185868	0	16	1
597651	0	49	1
403613	0	60	1
1183785	0	389	1
312651	0	616	1
80385	0	723	1
645590	0	944	1
645337	0	1054	1
186154	0	1160	1
457407	0	1172	1
441383	0	1389	1
683408	0	1605	1
1164799	0	1713	1
484187	0	1822	1
460668	0	1939	1
666321	0	2152	1
182487	0	2277	1
564233	0	2488	1
455279	0	2599	1
208108	0	2704	1
733739	0	2816	1
1164798	0	2924	1
402608	0	3036	1
443797	0	3146	1
662502	0	3257	1
1184679	0	3368	1
14562	0	3382	1
602162	0	3597	1
545059	0	3702	1
708236	0	3815	1
310130	0	3923	1
693161	0	4029	1
186617	0	4251	1
573027	0	4360	1
1173772	0	4462	1
541973	0	4583	1
273090	0	4698	1
441269	0	4809	1
642237	0	4918	1
503515	0	5025	1
637443	0	5250	1
1164796	0	5359	1
749988	0	5469	1
749988	0	5470	1
135841	0	5585	1
295446	0	6021	1
653051	0	6127	1
691147	0	6236	1
410621	0	6458	1
410621	0	6461	1
1164795	0	6564	1
598443	0	6673	1
596451	0	6685	1
651441	0	6793	1
452286	0	7012	1
308543	0	7115	1
202126	0	7223	1
114820	0	7334	1
501778	0	7445	1
531029	0	7553	1
651110	0	7662	1
594127	0	7766	1
1164794	0	7777	1
396032	0	7885	1
705580	0	8103	1
658203	0	8217	1
387734	0	8328	1
655102	0	8439	1
224712	0	8652	1
411732	0	8764	1
1164793	0	8991	1
605902	0	9323	1
581014	0	9432	1
559240	0	9533	1
608711	0	9755	1
535936	0	9972	1
130335	0	9990	1
147535	0	10087	1
1164792	0	10204	1
595576	0	10417	1
569308	0	10747	1
753706	0	10854	1
627871	0	10964	1
673608	0	11081	1
510071	0	11102	1
113839	0	11321	1
1164791	0	11431	1
460953	0	11640	1
685235	0	12191	1
650643	0	12528	1
1183784	0	12640	1
1164790	0	12753	1
96740	0	12858	1
26666	0	12967	1
490046	0	13184	1
485823	0	13300	1
635632	0	13310	1
534505	0	13630	1
498612	0	13852	1
85453	0	14074	1
493122	0	14398	1
512836	0	14410	1
605764	0	14520	1
748182	0	14628	1
725274	0	14734	1
401461	0	14951	1
499565	0	15060	1
641186	0	15395	1
468434	0	15505	1
31086	0	15732	1
480268	0	15951	1
742160	0	16175	1
305154	0	16279	1
1164787	0	16389	1
688661	0	16502	1
1173771	0	16613	1
535243	0	16728	1
535243	0	16731	1
477240	0	16834	1
321187	0	16948	1
755409	0	17051	1
553140	0	17163	1
88585	0	17272	1
88585	0	17276	1
88585	0	17277	1
416278	0	17375	1
652801	0	17704	1
448861	0	18371	1
609117	0	18479	1
508975	0	18586	1
686474	0	18697	1
1164784	0	18818	1
390443	0	19142	1
342332	0	19253	1
396120	0	19367	1
82631	0	19582	1
430171	0	19689	1
422799	0	19799	1
564701	0	19908	1
677722	0	19921	1
659630	0	20239	1
396846	0	20457	1
667478	0	20783	1
165324	0	20894	1
118	0	21008	1
531802	0	21011	1
457773	0	21125	1
1164782	0	21229	1
1164782	0	21234	1
1164782	0	21238	1
650692	0	21340	1
622007	0	21567	1
492528	0	21670	1
642101	0	22002	1
481431	0	22120	1
481431	0	22125	1
296072	0	22132	1
296072	0	22134	1
711452	0	22675	1
608452	0	23120	1
476121	0	23243	1
451572	0	23454	1
170935	0	23563	1
212020	0	23789	1
756195	0	23894	1
321944	0	23997	1
626785	0	24333	1
398567	0	24342	1
398567	0	24344	1
499488	0	24559	1
522059	0	24671	1
617436	0	24777	1
17008	0	25109	1
510363	0	25219	1
311755	0	25435	1
320624	0	25444	1
520990	0	25561	1
344949	0	25776	1
670628	0	25886	1
670628	0	25887	1
620254	0	26000	1
561453	0	26108	1
716682	0	26324	1
306728	0	26437	1
448235	0	26543	1
696473	0	26663	1
476888	0	26881	1
480096	0	27102	1
511086	0	27323	1
1164777	0	27424	1
1164777	0	27429	1
538223	0	27660	1
173769	0	27878	1
427099	0	27986	1
508811	0	28092	1
391495	0	28204	1
576864	0	28315	1
292137	0	28417	1
588376	0	28524	1
588376	0	28525	1
588376	0	28528	1
1164776	0	28637	1
1173770	0	28742	1
630360	0	28869	1
406188	0	29306	1
576138	0	29408	1
617804	0	29516	1
30619	0	29969	1
574110	0	30181	1
574702	0	30627	1
316639	0	30739	1
751529	0	30951	1
502248	0	30962	1
502248	0	30967	1
486399	0	31179	1
708195	0	31297	1
116736	0	31396	1
559956	0	31513	1
360382	0	31841	1
574325	0	31941	1
1164772	0	32280	1
515331	0	32499	1
418844	0	32716	1
290590	0	32830	1
726424	0	32936	1
1184764	0	33152	1
433744	0	33169	1
671399	0	33281	1
651938	0	33389	1
746395	0	33607	1
280775	0	34275	1
437723	0	34383	1
545859	0	34820	1
545859	0	34826	1
742685	0	34928	1
591348	0	35371	1
697504	0	35375	1
24388	0	35486	1
596155	0	36136	1
707182	0	36254	1
649051	0	36582	1
759231	0	36807	1
1183782	0	37135	1
468728	0	37573	1
453298	0	37685	1
460001	0	38014	1
502926	0	38124	1
661940	0	38672	1
661940	0	38673	1
242169	0	38690	1
675962	0	38789	1
575787	0	39015	1
459088	0	39559	1
1164764	0	39671	1
624575	0	39784	1
138829	0	40223	1
431504	0	40331	1
